"","op_code","site_full","type","geog","date","bruv","time","subclass","family","common","number"
"3713","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Paralichthyidae","California halibut",0
"3714","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Muraenidae","California moray",0
"3715","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Labridae","California sheephead",0
"3716","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",41M 46.1S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3717","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",42M 52.87S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3718","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Invertebrate","Cancridae","Crab",0
"3719","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"3720","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Embiotocidae","Dwarf perch",0
"3721","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"3722","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Kyphosidae","Halfmoon",0
"3723","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Mammalia","Phocidae","Harbor seal",0
"3724","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Elasmobranchii","Heterodontidae","Horn shark",0
"3725","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Serranidae","Kelp bass",0
"3726","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",6M 8.94S,"Elasmobranchii","Triakidae","Leopard shark",1
"3727","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",12M 29.67S,"Elasmobranchii","Triakidae","Leopard shark",1
"3728","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",24M 40.98S,"Elasmobranchii","Triakidae","Leopard shark",1
"3729","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",26M 40.9S,"Elasmobranchii","Triakidae","Leopard shark",1
"3730","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",32M 35.29S,"Elasmobranchii","Triakidae","Leopard shark",1
"3731","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",35M 11.06S,"Elasmobranchii","Triakidae","Leopard shark",1
"3732","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",42M 31.45S,"Elasmobranchii","Triakidae","Leopard shark",1
"3733","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",45M 33.68S,"Elasmobranchii","Triakidae","Leopard shark",1
"3734","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Invertebrate","Nassariidae","Nassa mud snail",0
"3735","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Kyphosidae","Opaleye",0
"3736","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"3737","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"3738","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Embiotocidae","Pile perch",0
"3739","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Invertebrate","Olividae","Purple olive shell",0
"3740","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",16M 2.23S,"Actinopterygii","Sciaenidae","Queenfish",60
"3741","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"3742","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",34M 9.38S,"Actinopterygii","Labridae","Rock wrasse",1
"3743","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Elasmobranchii","Urotrygonidae","Round stingray",0
"3744","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"3745","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Haemulidae","Sargo",0
"3746","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Invertebrate","Epialtidae","Sheep crab",0
"3747","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Embiotocidae","Shiner perch",0
"3748","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"3749","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Embiotocidae","Silver surfperch",0
"3750","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"3751","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"3752","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"3753","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",54M 42.56S,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",1
"3754","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Atherinopsidae","Topsmelt",0
"3755","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Atherinopsidae","Unknown Silverside",0
"3756","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Embiotocidae","Walleye surfperch",0
"3757","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Sciaenidae","White seabass",0
"3758","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",3.52S,"Actinopterygii","Sciaenidae","Yellowfin croaker",3
"3759","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",5M 38.44S,"Actinopterygii","Sciaenidae","Yellowfin croaker",5
"3760","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",5M 41.97S,"Actinopterygii","Sciaenidae","Yellowfin croaker",12
"3761","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",11M 25.08S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3762","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",22M 9.8S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3763","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",27M 15.85S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3764","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",28M 6.94S,"Actinopterygii","Sciaenidae","Yellowfin croaker",4
"3765","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",32M 9.43S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3766","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",44M 32.9S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3767","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",45M 6.92S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3768","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",51M 30.27S,"Actinopterygii","Sciaenidae","Yellowfin croaker",30
"3769","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",52M 16.25S,"Actinopterygii","Sciaenidae","Yellowfin croaker",73
"3770","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",59M 17.27S,"Actinopterygii","Sciaenidae","Yellowfin croaker",24
"3771","SAEL_26Sep19_bruv6","San Elijo","Reference",12,2019-09-26,"6",NA,"Actinopterygii","Kyphosidae","Zebra perch",0
"3772","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Serranidae","Barred sand bass",0
"3773","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Barred surfperch",0
"3774","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Elasmobranchii","Myliobatidae","Bat ray",0
"3775","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Sciaenidae","Black croaker",0
"3776","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Black perch",0
"3777","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Calico surfperch",0
"3778","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Sciaenidae","California corbina",0
"3779","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Paralichthyidae","California halibut",0
"3780","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Muraenidae","California moray",0
"3781","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Labridae","California sheephead",0
"3782","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",31M 25.42S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3783","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",52M 50.93S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3784","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",56M 44.48S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3785","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Invertebrate","Cancridae","Crab",0
"3786","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"3787","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Dwarf perch",0
"3788","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",14M 39.03S,"Elasmobranchii","Triakidae","Grey smooth-hound",1
"3789","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",16M 40.22S,"Elasmobranchii","Triakidae","Grey smooth-hound",1
"3790","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Kyphosidae","Halfmoon",0
"3791","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Mammalia","Phocidae","Harbor seal",0
"3792","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Elasmobranchii","Heterodontidae","Horn shark",0
"3793","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Serranidae","Kelp bass",0
"3794","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",29M 33.82S,"Elasmobranchii","Triakidae","Leopard shark",1
"3795","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",32M 53.45S,"Elasmobranchii","Triakidae","Leopard shark",1
"3796","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",37M 47.32S,"Elasmobranchii","Triakidae","Leopard shark",1
"3797","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",40M 2.72S,"Elasmobranchii","Triakidae","Leopard shark",1
"3798","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",45M 20.55S,"Elasmobranchii","Triakidae","Leopard shark",1
"3799","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Invertebrate","Nassariidae","Nassa mud snail",0
"3800","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Kyphosidae","Opaleye",0
"3801","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"3802","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"3803","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Pile perch",0
"3804","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Invertebrate","Olividae","Purple olive shell",0
"3805","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Sciaenidae","Queenfish",0
"3806","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"3807","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Labridae","Rock wrasse",0
"3808","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",52.79S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"3809","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",49M 2.77S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"3810","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",49M 30.78S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"3811","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",50M 0.41S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"3812","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",54M 39.91S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"3813","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",59M 11.55S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"3814","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"3815","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",29M 34.64S,"Actinopterygii","Haemulidae","Sargo",1
"3816","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",30M 42.41S,"Actinopterygii","Haemulidae","Sargo",1
"3817","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Invertebrate","Epialtidae","Sheep crab",0
"3818","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Shiner perch",0
"3819","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"3820","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Silver surfperch",0
"3821","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"3822","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"3823","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"3824","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",0
"3825","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Atherinopsidae","Topsmelt",0
"3826","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Atherinopsidae","Unknown Silverside",0
"3827","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Embiotocidae","Walleye surfperch",0
"3828","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Sciaenidae","White seabass",0
"3829","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",4M 45.32S,"Actinopterygii","Sciaenidae","Yellowfin croaker",16
"3830","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",15M 56.52S,"Actinopterygii","Sciaenidae","Yellowfin croaker",2
"3831","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",33M 49.19S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3832","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",34M 7.31S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3833","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",34M 50.44S,"Actinopterygii","Sciaenidae","Yellowfin croaker",2
"3834","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",37M 46.4S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3835","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",42M 51.7S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3836","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",43M 28.96S,"Actinopterygii","Sciaenidae","Yellowfin croaker",2
"3837","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",50M 0.41S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"3838","SAEL_28Aug19_bruv1","San Elijo","Reference",12,2019-08-28,"1",NA,"Actinopterygii","Kyphosidae","Zebra perch",0
"3839","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Serranidae","Barred sand bass",0
"3840","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Barred surfperch",0
"3841","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Elasmobranchii","Myliobatidae","Bat ray",0
"3842","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Sciaenidae","Black croaker",0
"3843","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Black perch",0
"3844","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Calico surfperch",0
"3845","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Sciaenidae","California corbina",0
"3846","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Paralichthyidae","California halibut",0
"3847","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Muraenidae","California moray",0
"3848","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Labridae","California sheephead",0
"3849","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",11M 41.1S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3850","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",43M 33.43S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3851","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",45M 5.94S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3852","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",46M 38.71S,"Invertebrate","Palinuridae","California spiny lobster ",2
"3853","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",49M 35.64S,"Invertebrate","Palinuridae","California spiny lobster ",3
"3854","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",50M 3.82S,"Invertebrate","Palinuridae","California spiny lobster ",2
"3855","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",55M 33.83S,"Invertebrate","Palinuridae","California spiny lobster ",1
"3856","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Invertebrate","Cancridae","Crab",0
"3857","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"3858","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Dwarf perch",0
"3859","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"3860","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Kyphosidae","Halfmoon",0
"3861","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Mammalia","Phocidae","Harbor seal",0
"3862","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Elasmobranchii","Heterodontidae","Horn shark",0
"3863","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Serranidae","Kelp bass",0
"3864","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Elasmobranchii","Triakidae","Leopard shark",0
"3865","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Invertebrate","Nassariidae","Nassa mud snail",0
"3866","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Kyphosidae","Opaleye",0
"3867","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"3868","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"3869","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Pile perch",0
"3870","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Invertebrate","Olividae","Purple olive shell",0
"3871","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Sciaenidae","Queenfish",0
"3872","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"3873","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Labridae","Rock wrasse",0
"3874","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",4M 37.91S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"3875","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",5M 9.46S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"3876","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"3877","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Haemulidae","Sargo",0
"3878","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Invertebrate","Epialtidae","Sheep crab",0
"3879","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Shiner perch",0
"3880","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",59M 58.68S,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",1
"3881","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Silver surfperch",0
"3882","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"3883","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"3884","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",39M 59.15S,"Actinopterygii","Sciaenidae","Spotfin croaker",1
"3885","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",0
"3886","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Atherinopsidae","Topsmelt",0
"3887","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Atherinopsidae","Unknown Silverside",0
"3888","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Embiotocidae","Walleye surfperch",0
"3889","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Sciaenidae","White seabass",0
"3890","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Sciaenidae","Yellowfin croaker",0
"3891","SAEL_28Aug19_bruv3","San Elijo","Reference",12,2019-08-28,"3",NA,"Actinopterygii","Kyphosidae","Zebra perch",0
"3892","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Serranidae","Barred sand bass",0
"3893","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Embiotocidae","Barred surfperch",0
"3894","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Elasmobranchii","Myliobatidae","Bat ray",0
"3895","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Sciaenidae","Black croaker",0
"3896","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Embiotocidae","Black perch",0
"3897","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Embiotocidae","Calico surfperch",0
"3898","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Sciaenidae","California corbina",0
"3899","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Paralichthyidae","California halibut",0
"3900","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Muraenidae","California moray",0
"3901","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Actinopterygii","Labridae","California sheephead",0
"3902","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Invertebrate","Palinuridae","California spiny lobster ",0
"3903","SAEL_28Aug19_bruv5","San Elijo","Reference",12,2019-08-28,"5",NA,"Invertebrate","Cancridae","Crab",0
