op_code,period_time_hms,subclass,family,scientific_name,genus,species,common,code,sp_code,number,comment_1,x_6,Resolved?
DUCO_16Sep19_bruv1_data,08:14.1,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,10,check id,background,?
DUCO_16Sep19_bruv1_data,33:07.1,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,5,silverfish- topsmelt or anchovy,background,?
DUCO_16Sep19_bruv1_data,37:37.8,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,4,silverfish- topsmelt or anchovy,background,?
DUCO_16Sep19_bruv1_data,37:49.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,7,silverfish- topsmelt or anchovy,background,?
DUCO_16Sep19_bruv1_data,43:03.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,9,silverfish- topsmelt or anchovy,background,?
DUCO_16Sep19_bruv1_data,48:58.4,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,9,silverfish- topsmelt or anchovy,background,?
DUCO_16Sep19_bruv3,27:29.3,Actinopterygii,Sciaenidae,Umbrina roncador,Umbrina,roncador,Yellowfin croaker,26,UMRO,1,id?,background,?
DUCO_16Sep19_bruv6,23:10.7,Actinopterygii,Embiotocidae,Hyperprosopon argenteum,Hyperprosopon,argenteum,Walleye surfperch,11,HYAR,5,id?,NA,?
DUCO_20Aug19_bruv1,01:55.3,Actinopterygii,Kyphosidae,Kyphosus azureus,Kyphosus,azureus,Zebra perch,18,KYAZ,1,id check?,NA,?
DUCO_20Aug19_bruv1,02:57.7,Actinopterygii,Kyphosidae,Kyphosus azureus,Kyphosus,azureus,Zebra perch,18,KYAZ,1,id check?,NA,?
DUCO_20Aug19_bruv1,02:57.7,Actinopterygii,Kyphosidae,Kyphosus azureus,Kyphosus,azureus,Zebra perch,18,KYAZ,1,id check?,NA,?
DUCO_20Aug19_bruv1,02:58.1,Actinopterygii,Kyphosidae,Kyphosus azureus,Kyphosus,azureus,Zebra perch,18,KYAZ,1,id check?,NA,?
DUCO_20Aug19_bruv1,02:58.1,Actinopterygii,Kyphosidae,Kyphosus azureus,Kyphosus,azureus,Zebra perch,18,KYAZ,1,id check?,NA,?
DUCO_20Aug19_bruv1,02:58.1,Actinopterygii,Kyphosidae,Kyphosus azureus,Kyphosus,azureus,Zebra perch,18,KYAZ,1,id check?,NA,?
DUCO_20Aug19_bruv1,00:16.2,NA,, ,,,NA,NA,NA,1,unidentified fish,NA,?
DUCO_20Aug19_bruv1,00:49.4,NA,, ,,,NA,NA,NA,1,unknown fish- possible black perch,NA,?
DUCO_20Aug19_bruv1,12:56.2,NA,, ,,,NA,NA,NA,1,unidentified fish - zebra perch?,NA,?
DUCO_20Aug19_bruv1,27:18.4,NA,, ,,,NA,NA,NA,1,unidentified fish,NA,?
DUCO_20Aug19_bruv1,33:36.8,NA,, ,,,NA,NA,NA,1,unidentified fish- opaleye?,NA,?
DUCO_20Aug19_bruv1,35:23.8,NA,, ,,,NA,NA,NA,1,unidentified fish - opaleye?,NA,?
DUCO_20Aug19_bruv1,54:48.5,NA,, ,,,NA,NA,NA,1,unknown silverside,NA,?
DUCO_20Aug19_bruv3,40:42.2,NA,, ,,,NA,NA,NA,1,ID? poss. sheephead female,NA,?
DUCO_20Aug19_bruv3,46:25.1,NA,, ,,,NA,NA,NA,1,ID? poss. sheephead female,NA,?
DUCO_20Aug19_bruv3,58:25.3,NA,, ,,,NA,NA,NA,1,ID? poss. sheephead female,NA,?
DUCO_20Aug19_bruv3,59:01.0,NA,, ,,,NA,NA,NA,1,ID? poss black perch,NA,?
DUCO_20Aug19_bruv6,08:22.8,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,10:51.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? background,NA,?
DUCO_20Aug19_bruv6,26:18.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,3,id? background,NA,?
DUCO_20Aug19_bruv6,46:23.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,54,id? background,NA,?
DUCO_20Aug19_bruv6,00:03.2,NA,, ,,,NA,NA,NA,1,id? opaleye?,NA,?
DUCO_23Oct19_bruv1,04:22.2,Actinopterygii,Paralichthyidae,Citharichthys stigmaeus,Citharichthys,stigmaeus,Speckled sanddab,20,CIST,1,id?,,?
DUCO_23Oct19_bruv1,05:31.1,Actinopterygii,Paralichthyidae,Citharichthys stigmaeus,Citharichthys,stigmaeus,Speckled sanddab,20,CIST,1,id?,,?
DUCO_23Oct19_bruv1,07:09.6,Actinopterygii,Paralichthyidae,Citharichthys stigmaeus,Citharichthys,stigmaeus,Speckled sanddab,20,CIST,1,id?,,?
DUCO_23Oct19_bruv1,05:36.5,NA,, ,,,NA,NA,NA,57,id? baitfish; # estimate,background,?
DUCO_23Oct19_bruv1,58:22.0,NA,Kyphosidae, ,,,NA,NA,NA,1,id?,background,?
DUCO_23Oct19_bruv1,58:22.0,NA,Kyphosidae, ,,,NA,NA,NA,1,id?,background,?
DUCO_23Oct19_bruv1,43:53.9,Actinopterygii,Labridae,Semicossyphus pulcher,Semicossyphus,pulcher,California sheephead,46,SEPU,1,id?,background,?
DUCO_23Oct19_bruv4,29:43.8,Actinopterygii,Kyphosidae,Hermosilla azurea,Hermosilla,azurea,Zebra perch,45,KYAZ,1,id?,NA,?
DUCO_23Oct19_bruv6,18:44.1,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,?
DUCO_23Oct19_bruv6,18:53.4,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,?
DUCO_23Oct19_bruv6,39:33.7,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,14,id? prob topsmelt,NA,?
HABE_02Oct19_bruv1,01:30.2,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,05:46.4,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,05:46.4,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,05:48.2,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,05:48.2,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,05:48.2,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,06:22.3,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,06:22.3,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,06:22.3,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,06:22.3,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,28:43.8,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,28:43.8,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? topsmelt?,,?
HABE_02Oct19_bruv1,30:11.3,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? topsmelt?,background,?
HABE_02Oct19_bruv1,57:29.7,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? topsmelt?,background,?
HABE_02Oct19_bruv3,00:13.7,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? prob topsmelt,NA,?
HABE_02Oct19_bruv3,00:31.3,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? prob topsmelt,NA,?
HABE_02Oct19_bruv3,00:31.3,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? prob topsmelt,NA,?
HABE_02Oct19_bruv3,14:40.1,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,12,id? prob topsmelt,NA,?
HABE_02Oct19_bruv3,00:55.8,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,00:55.8,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,00:55.8,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,00:55.8,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,00:55.8,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,01:16.2,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,8,id?,NA,?
HABE_02Oct19_bruv3,06:11.6,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,10,id?,NA,?
HABE_02Oct19_bruv3,12:14.0,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,10,id?,NA,?
HABE_02Oct19_bruv3,15:41.7,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,6,id?,NA,?
HABE_02Oct19_bruv3,20:57.8,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,10,id?,NA,?
HABE_02Oct19_bruv3,23:52.6,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,12,id?,NA,?
HABE_02Oct19_bruv3,24:46.3,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,15,id?,NA,?
HABE_02Oct19_bruv3,27:41.5,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,10,id?,NA,?
HABE_02Oct19_bruv3,32:00.0,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,9,id?,NA,?
HABE_02Oct19_bruv3,36:51.3,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,6,id?,NA,?
HABE_02Oct19_bruv3,40:52.1,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,6,id?,NA,?
HABE_02Oct19_bruv3,52:48.9,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,52:48.9,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,52:57.2,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,52:57.2,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,52:57.2,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,52:57.2,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,52:57.2,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,52:57.2,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,58:18.7,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,58:18.7,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,58:18.7,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,58:46.6,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,58:46.6,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,58:46.6,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,58:46.6,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,1,id?,NA,?
HABE_02Oct19_bruv3,59:19.5,Invertebrate,Nassariidae,Nassarius ,Nassarius,,Nassa mud snail,54,NASS,8,id?,NA,?
HABE_02Oct19_bruv6,48:32.0,NA,Paralichthyidae, ,,,NA,NA,NA,1,id? halibut?,NA,?
HABE_02Oct19_bruv6,50:32.4,NA,Paralichthyidae, ,,,NA,NA,NA,1,id? halibut?,NA,?
HABE_02Oct19_bruv6,41:17.2,Actinopterygii,Carangidae,Trachurus symmetricus,Trachurus,symmetricus,Pacific jack mackerel,65,TRSY,1,id?,NA,?
HABE_02Oct19_bruv6,51:34.6,Actinopterygii,Carangidae,Trachurus symmetricus,Trachurus,symmetricus,Pacific jack mackerel,65,TRSY,1,id?,NA,?
HABE_02Oct19_bruv6,55:30.2,Actinopterygii,Carangidae,Trachurus symmetricus,Trachurus,symmetricus,Pacific jack mackerel,65,TRSY,2,id?,NA,?
HABE_02Oct19_bruv6,59:09.1,Actinopterygii,Carangidae,Trachurus symmetricus,Trachurus,symmetricus,Pacific jack mackerel,65,TRSY,1,id?,NA,?
HABE_02Oct19_bruv6,59:09.1,Actinopterygii,Carangidae,Trachurus symmetricus,Trachurus,symmetricus,Pacific jack mackerel,65,TRSY,1,id?,NA,?
HABE_02Oct19_bruv6,59:09.1,Actinopterygii,Carangidae,Trachurus symmetricus,Trachurus,symmetricus,Pacific jack mackerel,65,TRSY,1,id?,NA,?
HABE_11Sep19_bruv6,21:05.9,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id?,NA,?
HABE_11Sep19_bruv6,26:04.3,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id?,NA,?
HABE_11Sep19_bruv6,26:16.4,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id?,NA,?
HABE_11Sep19_bruv6,26:16.4,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id?,NA,?
HABE_11Sep19_bruv6,34:45.6,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id?,NA,?
HABE_11Sep19_bruv6,35:24.0,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id?,NA,?
HABE_19Jul19_bruv1,00:14.4,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,possibly grunion,NA,?
HABE_19Jul19_bruv1,00:20.1,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,possibly grunion,NA,?
HABE_19Jul19_bruv1,19:30.0,Invertebrate,Cancridae,Cancer ,Cancer,,Crab,33,CANC,1,unidentifiable crab,NA,?
HABE_19Jul19_bruv3,50:16.0,NA,, ,,,NA,NA,NA,1,ID? possibly a bat ray,NA,?
HABE_19Jul19_bruv3,55:13.2,NA,Paralichthyidae, ,,,NA,NA,NA,1,,NA,?
HABE_19Jul19_bruv6,39:00.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id?,NA,?
HABE_19Jul19_bruv6,01:12.7,Invertebrate,Blepharipodidae,Blepharipoda occidentalis,Blepharipoda,occidentalis,Spiny sand crab,32,BLOC,1,id?,NA,?
HABE_19Jul19_bruv6,55:06.9,Actinopterygii,Sciaenidae,Umbrina roncador,Umbrina,roncador,Yellowfin croaker,26,UMRO,1,id?,NA,?
LECA_09Oct19_bruv1,19:34.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? barred?,NA,?
LECA_09Oct19_bruv1,20:40.4,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? barred?,NA,?
LECA_09Oct19_bruv4,07:26.3,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id?,NA,?
LECA_09Oct19_bruv4,07:26.3,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id?,NA,?
LECA_09Oct19_bruv4,32:16.4,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,?
LECA_09Oct19_bruv6,20:22.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? calico?,NA,?
LECA_09Oct19_bruv6,25:07.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,26:30.5,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,26:30.5,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,26:30.5,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,26:30.5,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,27:12.4,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,27:12.4,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,27:12.4,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,27:12.4,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,27:12.4,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,30:04.1,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,30:04.1,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,30:04.1,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,32:12.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,32:12.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,32:12.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,32:12.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,32:12.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,35:27.3,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,35:41.0,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,35:41.0,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,35:41.0,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,35:41.0,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,41:06.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,41:06.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,41:06.9,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id? are all these barred act. calico?,NA,?
LECA_09Oct19_bruv6,24:48.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topmelt,NA,?
LECA_17Sep19_bruv1,09:42.2,NA,Embiotocidae, ,,,NA,NA,NA,1,id?,NA,
LECA_17Sep19_bruv3,03:13.5,Actinopterygii,Sciaenidae,Menticirrhus undulatus,Menticirrhus,undulatus,California corbina,24,MEUN,1,id? ,NA,
LECA_17Sep19_bruv3,03:46.5,Actinopterygii,Sciaenidae,Menticirrhus undulatus,Menticirrhus,undulatus,California corbina,24,MEUN,1,id?,NA,
LECA_17Sep19_bruv3,44:52.3,NA,Embiotocidae, ,,,NA,NA,NA,1,id?,NA,
LECA_17Sep19_bruv6,48:20.8,Actinopterygii,Sciaenidae,Umbrina roncador,Umbrina,roncador,Yellowfin croaker,26,UMRO,5,check id,NA,
LECA_17Sep19_bruv6,10:14.0,Elasmobranchii,Urotrygonidae,Urobatis halleri,Urobatis,halleri,Round stingray,31,URHA,1,id?,NA,
LECA_19Aug19_bruv6,00:11.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,
LECA_19Aug19_bruv6,11:41.6,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,
LECA_19Aug19_bruv6,21:15.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,
LECA_19Aug19_bruv6,25:36.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,
LECA_19Aug19_bruv6,30:12.1,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,
PERC_13Oct19_bruv3,02:26.9,Actinopterygii,Paralichthyidae,Citharichthys stigmaeus,Citharichthys,stigmaeus,Speckled sanddab,20,CIST,1,id?,NA,
PERC_13Oct19_bruv6,39:23.4,Actinopterygii,Embiotocidae,Amphistichus koelzi,Amphistichus,koelzi,Calico surfperch,64,AMKO,1,id?,NA,
PERC_13Oct19_bruv6,41:57.0,Actinopterygii,Embiotocidae,Amphistichus koelzi,Amphistichus,koelzi,Calico surfperch,64,AMKO,2,id?,NA,
PERC_13Oct19_bruv6,25:15.5,Actinopterygii,Paralichthyidae,Citharichthys stigmaeus,Citharichthys,stigmaeus,Speckled sanddab,20,CIST,1,id?,NA,
PERC_13Oct19_bruv6,30:04.8,Actinopterygii,Paralichthyidae,Citharichthys stigmaeus,Citharichthys,stigmaeus,Speckled sanddab,20,CIST,1,id?,NA,
PERC_13Oct19_bruv6,30:04.8,Actinopterygii,Paralichthyidae,Citharichthys stigmaeus,Citharichthys,stigmaeus,Speckled sanddab,20,CIST,1,id?,NA,
